median_income,percent_college,percent_lunch,percent_married,rate_unemployment,school_level,school_type,state,year,zip_code,average_act,region
122031.0,0.953983940704138,0.745283018867924,0.854761904761905,0.0629853321829163,High,Regular School,NY,2016-2017,10004,17.3931623931624,NE
37247.0,0.514453961456103,0.317880794701987,0.848515864892528,0.0613650594865373,High,Regular School,MO,2016-2017,64762,20.4,LK
52580.0,0.800534759358289,0.182634730538922,0.804532577903683,0.0523289246693502,High,Regular School,MI,2016-2017,48073,21.9,LK
43517.0,0.507857733664185,0.31359649122807,0.745415318230852,0.0761750405186386,High,Regular School,TX,2016-2017,79065,19.9084249084249,S
34826.0,0.54875043998592,0.556818181818182,0.572900158478605,0.042862203329791,High,Regular School,TX,2016-2017,75751,20.3724053724054,S
20233.0,0.315604085945756,0.84020618556701,0.24574780058651,0.206526598122485,High,Regular School,NY,2016-2017,10451,15.4884004884005,NE
34382.0,0.319551506657323,0.540540540540541,0.691729323308271,0.130636913063691,High,Regular School,TN,2016-2017,37857,19.3,SE
47679.0,0.626846220677672,0.285714285714286,0.664079822616408,0.0922525750111957,High,Regular School,MI,2016-2017,48883,19.8,LK
47083.0,0.646396396396396,0.51063829787234,0.290763968072976,0.196479738027016,High,Regular School,IL,2016-2017,60471,19.3,LK
50739.0,0.373791621911923,0.452631578947368,0.553511705685619,0.119109102646869,High,Regular School,DE,2016-2017,19950,15.996336996337,NE
86346.0,0.894227188081937,0.0,0.795031055900621,0.0170523751522534,High,Regular School,OH,2016-2017,43221,25.0,LK
42021.0,0.482306684141547,0.363636363636364,0.647242455775234,0.111609367214748,High,Regular School,MI,2016-2017,48618,18.6,LK
59605.0,0.579035405631447,0.345029239766082,0.614046822742475,0.16005040957782,High,Regular School,MI,2016-2017,48134,20.4,LK
38925.0,0.569543147208122,0.399610136452242,0.749640287769784,0.133030990173847,High,Regular School,NC,2016-2017,28705,21.6178266178266,SE
39632.0,0.401483050847458,0.369393139841689,0.417525773195876,0.148632580261593,High,Regular School,PA,2016-2017,18421,22.2283272283272,NE
26434.0,0.253295668549906,0.469529085872576,0.443438914027149,0.209055338177753,High,Regular School,NC,2016-2017,27330,20.2503052503052,SE
56169.0,0.526717557251908,0.31929389903995,0.614135625596944,0.146669559557388,High,Regular School,FL,2016-2017,33157,22.5457875457875,SE
48500.0,0.529720986655884,0.240663900414938,0.77765843179377,0.166456494325347,High,Regular School,MI,2016-2017,49870,19.8,LK
40703.0,0.542752629172382,0.280459770114943,0.549862763037511,0.0891293147861927,High,Regular School,MI,2016-2017,49345,19.7,LK
47625.0,0.653976311336717,0.993392070484581,0.175298804780877,0.145116279069767,High,Regular School,NY,2016-2017,10467,15.6349206349206,NE
33684.0,0.548997772828508,0.85956416464891,0.341074020319303,0.123188405797101,High,Regular School,WI,2016-2017,53210,14.1,LK
27896.0,0.409133709981168,0.384428223844282,0.503046127067015,0.079191698525396,High,Regular School,MO,2016-2017,64730,21.1,LK
43429.0,0.379838576840718,0.540880503144654,0.754558204768583,0.0902658252055842,High,Regular School,GA,2016-2017,30179,19.2735042735043,SE
38314.0,0.447669977081742,0.441059602649007,0.655642023346304,0.120162932790224,High,Regular School,WI,2016-2017,53110,20.6,LK
61480.0,0.610931174089069,0.311244979919679,0.728019720624486,0.077388672719412,High,Regular School,IL,2016-2017,62079,20.0,LK
77313.0,0.763963395392868,0.0844027640671274,0.95031847133758,0.0958333333333333,High,Regular School,MI,2016-2017,48316,21.6,LK
109205.0,0.784712799638173,0.224598930481283,0.672787979966611,0.0799136069114471,High,Regular School,TX,2016-2017,76063,19.8351648351648,S
80478.0,0.841945288753799,0.145766345123258,0.84932735426009,0.0410006949270327,High,Regular School,MA,2016-2017,2176,22.4481074481074,NE
27143.0,0.414335664335664,0.402650356778797,0.394444444444444,0.0984743411927878,High,Regular School,PA,2016-2017,18701,19.981684981685,NE
69179.0,0.629342723004695,0.0937618147448015,0.811419591409115,0.0694372741352607,High,Regular School,PA,2016-2017,17050,23.986568986569,NE
46302.0,0.404047452896022,0.394088669950739,0.511575802837939,0.122687047465809,High,Regular School,KY,2016-2017,40006,19.0,LK
59032.0,0.570247933884298,0.115942028985507,0.655487804878049,0.0525202678886147,High,Regular School,IN,2016-2017,47136,20.6385836385836,LK
57750.0,0.672456575682382,0.371635194857372,0.788927335640138,0.201570680628272,High,Regular School,FL,2016-2017,32750,22.2527472527473,SE
50258.0,0.517348524080787,0.3225,0.75965250965251,0.111826697892272,High,Regular School,OH,2016-2017,45335,21.0,LK
32334.0,0.476448661470688,0.54014598540146,0.703984819734345,0.082516339869281,High,Regular School,GA,2016-2017,30540,20.2258852258852,SE
57765.0,0.612229396126092,0.208205756276791,0.643304843304843,0.0929965556831228,High,Regular School,GA,2016-2017,30252,22.4481074481074,SE
53571.0,0.56688541140838,0.141025641025641,0.767332549941246,0.0393459376596832,High,Regular School,WI,2016-2017,53807,22.4,LK
46794.0,0.619974874371859,0.759124087591241,0.723568281938326,0.0813397129186603,High,Regular School,TN,2016-2017,37189,15.2,SE
59939.0,0.685942072863054,0.382016632016632,0.779931584948689,0.0849317988064791,High,Regular School,FL,2016-2017,34715,21.0805860805861,SE
55972.0,0.629251700680272,0.99816961561928,0.439516129032258,0.118222222222222,High,Regular School,GA,2016-2017,30236,17.0512820512821,SE
75270.0,0.758282781147923,0.137820512820513,0.81023102310231,0.0631092868137506,High,Regular School,MA,2016-2017,1966,23.1074481074481,NE
56425.0,0.661250615460364,0.29296875,0.723648029330889,0.0811117413499716,High,Regular School,MO,2016-2017,65738,21.7,LK
31766.0,0.301611903285803,0.87037037037037,0.517258629314657,0.185730464326161,High,Regular School,NJ,2016-2017,7502,15.952380952381,NE
47625.0,0.653976311336717,0.992537313432836,0.175298804780877,0.145116279069767,High,Regular School,NY,2016-2017,10467,16.8803418803419,NE
86207.0,0.818062253397633,0.0666666666666667,0.852078239608802,0.048845947396672,High,Regular School,MI,2016-2017,48138,22.7,LK
62617.0,0.515595463137996,0.214030915576694,0.81199538638985,0.077600440286186,High,Regular School,IN,2016-2017,46071,21.7252747252747,LK
57348.0,0.501993797075764,0.561594202898551,0.986069651741294,0.0519612837493632,High,Regular School,OH,2016-2017,44820,22.0,LK
40728.0,0.537598204264871,0.282539682539683,0.781841109709962,0.121100917431193,High,Regular School,IL,2016-2017,60936,20.0,LK
54207.0,0.620903454384411,0.208459214501511,0.608450704225352,0.0329341317365269,High,Regular School,WI,2016-2017,54667,21.0,LK
50357.0,0.608010955152345,0.252510760401722,0.821158690176322,0.0964098426784994,High,Regular School,PA,2016-2017,18433,20.2991452991453,NE
48633.0,0.541224489795918,0.335135135135135,0.678707224334601,0.0468343451864701,High,Regular School,IL,2016-2017,61537,18.5,LK
34276.0,0.273967684021544,0.819742489270386,0.439533456108042,0.11975051975052,High,Regular School,TX,2016-2017,77859,17.1245421245421,S
76214.0,0.542515811665495,0.305555555555556,0.620944792259533,0.0551570615879298,High,Regular School,NJ,2016-2017,8812,21.3736263736264,NE
11708.0,0.341176470588235,0.813186813186813,0.03,0.470219435736677,High,Regular School,IL,2016-2017,60609,18.5,LK
24535.0,0.554916317991632,0.7907133243607,0.33826247689464,0.217024041585445,High,Regular School,IL,2016-2017,62205,15.4,LK
56875.0,0.777628635346756,0.0915841584158416,0.828309305373526,0.0244487056567593,High,Regular School,PA,2016-2017,17011,23.4737484737485,NE
58453.0,0.600846262341326,0.140932642487047,0.64475079533404,0.100141709966934,High,Regular School,PA,2016-2017,17078,22.4725274725275,NE
50849.0,0.565471836137527,0.24633431085044,0.824414715719064,0.0854377104377104,High,Regular School,MI,2016-2017,48849,20.1,LK
58081.0,0.500143802128271,0.218522372528616,0.716049382716049,0.0571526351813826,High,Regular School,PA,2016-2017,18444,21.5934065934066,NE
61861.0,0.728482328482329,0.203714451538015,0.836363636363636,0.0733302195235871,High,Regular School,MI,2016-2017,48150,21.3,LK
40214.0,0.484577114427861,0.356589147286822,0.718654434250764,0.186503067484663,High,Regular School,IN,2016-2017,46366,19.8766788766789,LK
55087.0,0.658587257617729,0.315338474721508,0.736332179930796,0.16403785488959,High,Regular School,TN,2016-2017,37040,18.6,SE
17294.0,0.476923076923077,0.489482200647249,0.0638655462184874,0.180059523809524,High,Regular School,IL,2016-2017,62864,18.7,LK
35833.0,0.465419039869813,0.558712121212121,0.483807005948447,0.147991543340381,High,Regular School,IL,2016-2017,61462,19.8,LK
91970.0,0.687266915290357,0.0637837837837838,0.758990536277602,0.0732113144758735,High,Regular School,MA,2016-2017,1887,22.6190476190476,NE
44923.0,0.656484458735263,0.569905213270142,0.559386973180077,0.0404589371980676,High,Regular School,FL,2016-2017,33410,17.8083028083028,SE
17419.0,0.336713995943205,0.34094616639478,0.325808878856283,0.0920127795527157,High,Regular School,TX,2016-2017,79905,22.3015873015873,S
63603.0,0.73147711184521,0.241639697950378,0.606735159817352,0.0786756269464022,High,Regular School,TX,2016-2017,78664,21.7643467643468,S
26882.0,0.682432432432432,0.118457300275482,0.284403669724771,0.104440789473684,High,Regular School,WY,2016-2017,82070,20.5,N
123974.0,0.926138172556511,0.0406417112299465,0.831541218637993,0.0385756676557863,High,Regular School,MA,2016-2017,2090,24.8656898656899,NE
64208.0,0.579821200510856,0.274834437086093,0.793134598012647,0.112650871703174,High,Regular School,OH,2016-2017,43512,22.0,LK
73058.0,0.917611663966674,0.332988624612203,0.772540983606557,0.0367071524966262,High,Regular School,WA,2016-2017,98116,19.9084249084249,NW
27799.0,0.216873985938345,0.983779044278825,0.539196940726577,0.139473684210526,High,Regular School,TX,2016-2017,78521,17.3687423687424,S
100977.0,0.862264820731274,0.248166948674563,0.905365853658537,0.0687167805618831,High,Regular School,TN,2016-2017,37129,20.7,SE
37904.0,0.404651162790698,0.428571428571429,0.43134328358209,0.118725868725869,High,Regular School,IL,2016-2017,62557,18.7,LK
47993.0,0.806660039761431,0.858252427184466,0.235514018691589,0.12093023255814,High,Regular School,NY,2016-2017,10451,14.97557997558,NE
37658.0,0.453546453546454,0.2841973766396,0.445544554455446,0.0900259067357513,High,Regular School,IN,2016-2017,47421,21.4761904761905,LK
32142.0,0.598587866108787,0.288697788697789,0.507148864592094,0.0345262096774194,High,Regular School,LA,2016-2017,70506,22.5,S
66385.0,0.721105527638191,0.726840855106888,0.823115577889447,0.0959507042253521,High,Regular School,FL,2016-2017,33014,15.3174603174603,SE
34848.0,0.671195652173913,0.849498327759197,0.477503628447025,0.244674726540012,High,Regular School,OH,2016-2017,45601,22.0,LK
88043.0,0.75765595463138,0.103363412633306,0.757489300998573,0.0294003868471954,High,Regular School,KY,2016-2017,40014,22.6,LK
32572.0,0.3625,0.351449275362319,0.597530864197531,0.123364485981308,High,Regular School,IN,2016-2017,47446,21.0708180708181,LK
53256.0,0.543656536420646,0.465,0.726881720430108,0.05819592628516,High,Regular School,WI,2016-2017,53115,20.7,LK
47841.0,0.424901185770751,0.328380386329866,0.696153846153846,0.0386119257086999,High,Regular School,PA,2016-2017,16947,21.1294261294261,NE
40398.0,0.419741697416974,0.373737373737374,0.748908296943231,0.079702444208289,High,Regular School,MO,2016-2017,64673,20.6,LK
48680.0,0.483047467092142,0.141439205955335,0.67000668002672,0.075139146567718,High,Alternative School,MI,2016-2017,49419,21.5,LK
125568.0,0.889125799573561,0.165479681608714,0.907960199004975,0.0723306544202067,High,Regular School,OH,2016-2017,45069,24.0,LK
115464.0,0.792414591777649,0.0762594893029676,0.828707375099128,0.052849129022734,High,Regular School,NJ,2016-2017,8852,24.4261294261294,NE
42909.0,0.663682148852826,0.351648351648352,0.896265560165975,0.0784682988072819,High,Regular School,MO,2016-2017,63552,20.7,LK
18774.0,0.397606382978723,0.865030674846626,0.647425897035881,0.134308510638298,High,Regular School,KY,2016-2017,41314,17.6,LK
60809.0,0.657289002557545,0.214199759326113,0.877437325905292,0.0916363636363636,High,Regular School,PA,2016-2017,17551,22.5946275946276,NE
47740.0,0.778764335923049,0.994094488188976,0.4,0.0755813953488372,High,Regular School,NY,2016-2017,11224,18.0769230769231,NE
39405.0,0.766482133870156,0.162092624356775,0.579374275782155,0.0146494593651901,High,Regular School,TX,2016-2017,79015,22.6923076923077,S
42364.0,0.686366932559826,0.442728442728443,0.548663101604278,0.112665406427221,High,Regular School,FL,2016-2017,32901,22.5457875457875,SE
25011.0,0.291495901639344,0.553047404063205,0.35688622754491,0.131696428571429,High,Regular School,OH,2016-2017,43701,22.0,LK
59868.0,0.503184713375796,0.0,0.728200765631646,0.0353100950656406,High,Regular School,OH,2016-2017,45858,22.0,LK
60076.0,0.514681308188112,0.228247162673392,0.621026894865526,0.124271844660194,High,Regular School,MA,2016-2017,2346,21.1050061050061,NE
39833.0,0.479122218835721,0.406032482598608,0.581758422350041,0.0972222222222222,High,Regular School,GA,2016-2017,30143,20.3724053724054,SE
43663.0,0.543436293436293,0.265524625267666,0.698198198198198,0.0520169851380042,High,Regular School,PA,2016-2017,15042,21.3736263736264,NE
122471.0,0.856585589720055,0.0324074074074074,0.87092328892972,0.0470823941898322,High,Regular School,NJ,2016-2017,7974,25.3052503052503,NE
43750.0,0.413943355119826,0.293939393939394,0.552731893265565,0.111902339776195,High,Regular School,PA,2016-2017,15717,21.2271062271062,NE
40938.0,0.565815324165029,0.672672672672673,0.361111111111111,0.117443868739206,High,Regular School,NY,2016-2017,11213,18.6141636141636,NE
87782.0,0.840480274442539,0.124849578820698,0.834108527131783,0.0759018759018759,High,Regular School,IL,2016-2017,60462,22.2,LK
46350.0,0.72785622593068,0.496276235612728,0.726884779516358,0.0311820159535896,High,Regular School,OH,2016-2017,43613,20.0,LK
43839.0,0.336989907854322,0.674145843957165,0.614902943018159,0.0407424173834314,High,Regular School,TX,2016-2017,75149,18.0769230769231,S
99236.0,0.73984813469792,0.188679245283019,0.794693619709413,0.0989599747872676,High,Regular School,IL,2016-2017,60544,19.6,LK
105288.0,0.770995670995671,0.138324873096447,0.896094503375121,0.024197230254147,High,Regular School,TX,2016-2017,77429,23.0830280830281,S
77175.0,0.876569037656904,0.101554404145078,0.635902636916836,0.0452705189547295,High,Regular School,TX,2016-2017,78749,23.7912087912088,S
44776.0,0.325145001705902,0.522240527182867,0.771902131018153,0.0774980330448466,High,Regular School,TN,2016-2017,37098,18.3,SE
55772.0,0.610754659333944,0.386861313868613,0.794636015325671,0.0658450704225352,High,Regular School,WA,2016-2017,98611,19.6886446886447,NW
30991.0,0.172932330827068,0.696503496503497,0.425490196078431,0.102171136653895,High,Regular School,OH,2016-2017,43207,16.0,LK
80139.0,0.829471733086191,0.528047868362004,0.898412698412698,0.0403669724770642,High,Regular School,MA,2016-2017,1602,20.2991452991453,NE
71079.0,0.710051107325383,0.568599717114569,0.568992248062016,0.141141695917236,High,Regular School,GA,2016-2017,30013,17.9059829059829,SE
78750.0,0.610362257792755,0.244117647058824,0.723130841121495,0.128257328990228,High,Regular School,MA,2016-2017,2322,19.9328449328449,NE
11209.0,0.396840148698885,0.964,0.0443037974683544,0.170974155069582,High,Regular School,IL,2016-2017,60624,14.9,LK
42019.0,0.655354449472097,0.5890625,0.19094247246022,0.103829787234043,High,Regular School,OH,2016-2017,44123,17.0,LK
37880.0,0.5,0.386138613861386,0.668103448275862,0.121993127147766,High,Regular School,PA,2016-2017,15022,20.3479853479853,NE
44918.0,0.411562284927736,0.432576769025367,0.775351014040562,0.0641221374045802,High,Regular School,KY,2016-2017,41040,19.5,LK
49217.0,0.688656195462478,0.295418641390205,0.62752430815258,0.0750103605470369,High,Regular School,MI,2016-2017,49461,19.9,LK
53929.0,0.760898282694848,0.290718038528897,0.566137566137566,0.00694444444444444,High,Regular School,NC,2016-2017,28557,22.4236874236874,SE
42652.0,0.515930113052415,0.296610169491525,0.697368421052632,0.0661455201443175,High,Regular School,IN,2016-2017,47553,21.8571428571429,LK
29135.0,0.440178571428571,0.187861271676301,0.241545893719807,0.226935312831389,High,Regular School,NC,2016-2017,28306,21.1538461538462,SE
35060.0,0.550889679715302,0.377427184466019,0.704225352112676,0.119491525423729,High,Regular School,KY,2016-2017,40701,20.4,LK
36967.0,0.474402730375427,0.5238696864819727,0.470160871821484,0.117387188387504,High,Regular School,NC,2016-2017,28328,18.5164835164835,SE
65000.0,0.650997150997151,0.302570093457944,0.870204603580563,0.0463857750289911,High,Regular School,WA,2016-2017,98264,22.2039072039072,NW
36273.0,0.754420432220039,0.761549925484352,0.622950819672131,0.104026845637584,High,Regular School,OH,2016-2017,45227,17.0,LK
48958.0,0.532734274711168,0.313817330210773,0.731735159817352,0.0775681341719078,High,Regular School,NC,2016-2017,28112,20.030525030525,SE
23475.0,0.426985482493595,0.995334370139969,0.129746835443038,0.344086021505376,High,Regular School,OH,2016-2017,44108,15.0,LK
64464.0,0.681090289608177,0.161165048543689,0.805769230769231,0.0308510638297872,High,Regular School,PA,2016-2017,18049,23.1074481074481,NE
48514.0,0.518151815181518,0.253521126760563,0.697963800904977,0.0693897637795276,High,Regular School,WI,2016-2017,54112,21.0,LK
145347.0,0.974619289340102,0.144520547945205,0.868945868945869,0.00930232558139535,High,Regular School,MI,2016-2017,48103,24.5,LK
80208.0,0.548370408691154,0.236206896551724,0.737471952131638,0.0628660679422101,High,Regular School,MA,2016-2017,2360,19.981684981685,NE
71441.0,0.532040180117769,0.195652173913043,0.739565943238731,0.0426026336173509,High,Regular School,MO,2016-2017,64448,20.8,LK
42979.0,0.536483445837351,0.375537799631223,0.560511643161692,0.0919780011378722,High,Regular School,FL,2016-2017,32908,21.5445665445665,SE
51926.0,0.674064679771718,0.161339421613394,0.751608751608752,0.023841961852861,High,Regular School,OH,2016-2017,43015,22.0,LK
56331.0,0.473432055749129,0.423728813559322,0.853932584269663,0.0366468163078333,High,Regular School,OH,2016-2017,44847,20.0,LK
36921.0,0.504670402989058,0.786885245901639,0.291294642857143,0.060889175257732,High,Regular School,NY,2016-2017,10027,15.9279609279609,NE
53924.0,0.584756248453353,0.30475302889096,0.623459832429768,0.110504420176807,High,Regular School,LA,2016-2017,70785,20.2,S
74737.0,0.811785714285714,0.148014440433213,0.765196662693683,0.0329067641681901,High,Regular School,MA,2016-2017,1035,22.1550671550672,NE
33832.0,0.581487341772152,0.667202572347267,0.451787648970748,0.116029822926375,High,Regular School,NC,2016-2017,27886,17.3443223443223,SE
62411.0,0.537196554424432,0.611788617886179,0.313253012048193,0.0955816050495942,High,Regular School,NY,2016-2017,11413,18.1013431013431,NE
70352.0,0.831433081915453,0.536378120021243,0.516713652839307,0.128745408853663,High,Regular School,GA,2016-2017,30331,18.3699633699634,SE
37863.0,0.751764705882353,0.256711409395973,0.428813559322034,0.0868501529051988,High,Regular School,MI,2016-2017,48334,20.5,LK
37697.0,0.460298144204442,0.429621848739496,0.393987341772152,0.132911392405063,High,Regular School,NC,2016-2017,28023,19.2735042735043,SE
40350.0,0.513408093612872,0.457920792079208,0.444444444444444,0.131746952988973,High,Regular School,MO,2016-2017,65453,20.7,LK
60364.0,0.659746251441753,0.296228150873965,0.698748796920115,0.0868300789364354,High,Regular School,TX,2016-2017,76180,22.1794871794872,S
101031.0,0.809751720011965,0.330851063829787,0.830890642615558,0.0581771170006464,High,Regular School,GA,2016-2017,30047,22.6678876678877,SE
27359.0,0.436540016168149,0.538015463917526,0.642146017699115,0.111269614835949,High,Regular School,TX,2016-2017,75119,20.982905982906,S
35313.0,0.709319526627219,0.226980728051392,0.78125,0.0669565217391304,High,Regular School,TN,2016-2017,37902,23.3,SE
69466.0,0.78942987931752,0.2295978169089009,0.831663326653307,0.0405940594059406,High,Regular School,IL,2016-2017,61571,21.4,LK
65353.0,0.451936376210235,0.290697674418605,0.630646589902569,0.0279746363297277,High,Regular School,LA,2016-2017,70774,20.4,S
35656.0,0.51078869047619,0.411214953271028,0.67687595712098,0.107721639656816,High,Regular School,IN,2016-2017,46001,20.2869352869353,LK
50109.0,0.706896551724138,0.0,0.442857142857143,0.0761904761904762,High,Regular School,OH,2016-2017,43947,22.0,LK
50429.0,0.624006058311246,0.475796930342385,0.679692951849267,0.127702161729384,High,Regular School,TX,2016-2017,75104,18.4432234432234,S
49714.0,0.735574738755111,0.321543408360129,0.701376936316695,0.0336,High,Regular School,MO,2016-2017,65401,23.1,LK
45586.0,0.440641381436941,0.268722466960352,0.736546184738956,0.0578166603271206,High,Regular School,PA,2016-2017,16668,19.6398046398046,NE
41691.0,0.570628500311139,0.419411764705882,0.67827868852459,0.0631051752921536,High,Regular School,OH,2016-2017,43130,22.0,LK
57625.0,0.563926312895243,0.393483709273183,0.710124826629681,0.0898094950105836,High,Regular School,MI,2016-2017,49038,18.5,LK
50278.0,0.595815343739621,0.415022091310751,0.357837837837838,0.0592292089249493,High,Regular School,TX,2016-2017,78109,19.1269841269841,S
24832.0,0.331587561374795,0.723035952063915,0.447297297297297,0.230847285641806,High,Regular School,GA,2016-2017,30434,18.5897435897436,SE
77759.0,0.873,0.201680672268908,0.932608695652174,0.0300842358604091,High,Regular School,TX,2016-2017,78213,23.1318681318681,S
17361.0,0.597101449275362,0.626582278481013,0.181102362204724,0.105210420841683,High,Regular School,WI,2016-2017,53233,17.2,LK
60904.0,0.645879732739421,0.27810650887574,0.780701754385965,0.0579862941486558,High,Regular School,MI,2016-2017,49014,19.1,LK
44323.0,0.57435673789795,0.300582847626978,0.79040404040404,0.123981900452489,High,Regular School,MI,2016-2017,49525,20.5,LK
49256.0,0.293870192307692,0.298892988929889,0.821997105643994,0.0264097073518915,High,Regular School,PA,2016-2017,17059,20.6898656898657,NE
28537.0,0.338166752977732,0.397534668721109,0.560606060606061,0.178099433606042,High,Regular School,OH,2016-2017,45502,22.0,LK
